"Filopodia Name","Filopodia ID",Bulbous,"Bulbous (%)","Start Time Step","End Time Step","Life Time [min]","Length (mean) [mum]","Length (std) [mum]","Final Length [mum]","Total Events","Total Speed (mean)[mum]","Total Speed (std)[mum]","Filter = 0.10","Filtered Total Events","Filtered Total Speed (mean)[mum]","Filtered Total Speed (std) [mum]","Filtered Extension Events","Filtered Extension Speed (mean) [mum]","Filtered Extension Speed (std) [mum]","Filtered Retraction Events","Filtered Retraction Speed (mean) [mum]","Filtered Retraction Speed (std)[mum]",Static,"Static (%)"
F_0010,14,0,0,59,59,1,0.47717762,0,0.47717762,1,0.47717762,0,"",1,0.47717762,0,1,0.47717762,0,0,nan,nan,0,0
F_0011,15,0,0,7,7,1,0.9059462,0,0.9059462,2,0.9059462,0,"",2,0.9059462,0,1,0.9059462,0,1,0.9059462,0,0,0
F_0012,16,0,0,29,30,2,0.55777586,0.05609864,0.6138745,3,0.40924966,0.21498394,"",3,0.40924966,0.21498394,2,0.30693725,0.19473997,1,0.6138745,0.30693725,0,0
F_0013,17,0,0,6,7,2,0.66430241,0.15840989,0.50589252,3,0.54847485,0.20871311,"",3,0.54847485,0.20871311,1,0.8227123,0,2,0.41135615,0.42207938,0,0
F_0014,18,0,0,51,51,1,1.1073154,0,1.1073154,2,1.1073154,0,"",2,1.1073154,0,1,1.1073154,0,1,1.1073154,0,0,0
F_0015,19,0,0,7,7,1,0.5960412,0,0.5960412,2,0.5960412,0,"",2,0.5960412,0,1,0.5960412,0,1,0.5960412,0,0,0
F_0016,20,0,0,26,31,6,1.6684895,0.50650495,1.1500793,7,0.70400345,0.27615917,"",7,0.70400345,0.27615917,4,0.61600304,0.25697601,3,0.8213374,0.32858738,0,0
F_0017,21,0,0,7,7,1,0.54682469,0,0.54682469,2,0.54682469,0,"",2,0.54682469,0,1,0.54682469,0,1,0.54682469,0,0,0
F_0018,22,0,0,51,56,6,1.3961735,0.2395958,1.5329829,7,0.6016168,0.49868327,"",5,0.82348204,0.41927806,3,0.70188624,0.2660796,2,1.0058758,0.60848302,2,0.2857143
F_0019,23,0,0,7,8,2,0.63391471,0.043156773,0.67707151,3,0.451381,0.2605356,"",2,0.63391471,0.043156773,1,0.59075797,0,1,0.67707151,0.086313546,1,0.33333334
F_0020,24,0,0,32,32,1,0.57343543,0,0.57343543,2,0.57343543,0,"",2,0.57343543,0,1,0.57343543,0,1,0.57343543,0,0,0
F_0021,25,0,0,32,32,1,1.0418566,0,1.0418566,2,1.0418566,0,"",2,1.0418566,0,1,1.0418566,0,1,1.0418566,0,0,0
F_0022,26,0,0,3,10,8,0.63569951,0.13146374,0.45585012,9,0.19865087,0.23123986,"",5,0.33117303,0.23610502,2,0.44441178,0.29652283,3,0.2556805,0.23593175,4,0.44444445
F_0023,27,0,0,33,33,1,0.60798627,0,0.60798627,2,0.60798627,0,"",2,0.60798627,0,1,0.60798627,0,1,0.60798627,0,0,0
F_0024,28,0,0,9,9,1,0.52558929,0,0.52558929,2,0.52558929,0,"",2,0.52558929,0,1,0.52558929,0,1,0.52558929,0,0,0
F_0025,29,0,0,9,10,2,0.48448458,0.057761997,0.54224658,3,0.36149773,0.18021053,"",3,0.36149773,0.18021053,2,0.27112329,0.1555993,1,0.54224658,0.27112329,0,0
F_0026,30,0,0,33,33,1,0.59807014,0,0.59807014,2,0.59807014,0,"",2,0.59807014,0,1,0.59807014,0,1,0.59807014,0,0,0
F_0027,31,0,0,32,33,2,0.53394973,0.015788525,0.51816124,3,0.36649218,0.23717138,"",2,0.53394973,0.015788525,1,0.54973829,0,1,0.51816124,0.031577051,1,0.33333334
F_0028,32,0,0,10,10,1,0.77112669,0,0.77112669,2,0.77112669,0,"",2,0.77112669,0,1,0.77112669,0,1,0.77112669,0,0,0
F_0029,33,0,0,10,10,1,0.45771259,0,0.45771259,2,0.45771259,0,"",2,0.45771259,0,1,0.45771259,0,1,0.45771259,0,0,0
F_0030,34,0,0,34,34,1,1.6071353,0,1.6071353,2,1.6071353,0,"",2,1.6071353,0,1,1.6071353,0,1,1.6071353,0,0,0
F_0031,35,0,0,24,37,14,1.1697416,0.51281565,0.38221401,15,0.42332509,0.37515616,"",10,0.62288409,0.30267575,4,0.77826667,0.26290822,6,0.51929569,0.38320592,5,0.33333334
F_0032,36,0,0,35,35,1,1.8008986,0,1.8008986,2,1.8008986,0,"",2,1.8008986,0,1,1.8008986,0,1,1.8008986,0,0,0
F_0033,37,0,0,34,35,2,1.3393164,0.14204508,1.1972712,3,0.98757428,0.51077992,"",3,0.98757428,0.51077992,1,1.4813614,0,2,0.74068069,0.87010509,0,0
F_0034,38,0,0,10,12,3,1.4169708,0.56652993,2.0321326,4,1.0160663,0.60439378,"",4,1.0160663,0.60439378,3,0.67737752,0.16797453,1,2.0321326,1.354755,0,0
F_0035,39,0,0,35,35,1,1.6634918,0,1.6634918,2,1.6634918,0,"",2,1.6634918,0,1,1.6634918,0,1,1.6634918,0,0,0
F_0036,40,0,0,51,51,1,0.52026814,0,0.52026814,2,0.52026814,0,"",2,0.52026814,0,1,0.52026814,0,1,0.52026814,0,0,0
F_0037,41,0,0,51,51,1,1.0015482,0,1.0015482,2,1.0015482,0,"",2,1.0015482,0,1,1.0015482,0,1,1.0015482,0,0,0
F_0038,42,0,0,0,0,1,0.9237628,0,0.9237628,1,0.9237628,0,"",1,0.9237628,0,0,nan,nan,1,0.9237628,nan,0,0
F_0039,43,0,0,0,0,1,1.5322958,0,1.5322958,1,1.5322958,0,"",1,1.5322958,0,0,nan,nan,1,1.5322958,nan,0,0
F_0040,44,0,0,52,52,1,1.3769543,0,1.3769543,2,1.3769543,0,"",2,1.3769543,0,1,1.3769543,0,1,1.3769543,0,0,0
F_0041,45,0,0,0,0,1,0.64096969,0,0.64096969,1,0.64096969,0,"",1,0.64096969,0,0,nan,nan,1,0.64096969,nan,0,0
F_0042,46,0,0,24,24,1,0.63132751,0,0.63132751,2,0.63132751,0,"",2,0.63132751,0,1,0.63132751,0,1,0.63132751,0,0,0
F_0043,47,0,0,45,58,14,1.0634377,0.23016572,0.72874457,15,0.29938003,0.25326899,"",11,0.39482355,0.23073612,5,0.4361864,0.28087112,6,0.36035439,0.18708621,4,0.26666668
F_0044,48,0,0,24,24,1,0.4878864,0,0.4878864,2,0.4878864,0,"",2,0.4878864,0,1,0.4878864,0,1,0.4878864,0,0,0
F_0045,49,1,0.016666668,0,59,60,6.8111348,0.22394639,7.3435831,59,0.16696052,0.15068457,"",30,0.26832962,0.15208089,13,0.34329146,0.17064559,17,0.21100582,0.16871093,29,0.49152541
F_0046,50,0,0,52,52,1,0.97784495,0,0.97784495,2,0.97784495,0,"",2,0.97784495,0,1,0.97784495,0,1,0.97784495,0,0,0
F_0047,51,0,0,0,0,1,0.88509625,0,0.88509625,1,0.88509625,0,"",1,0.88509625,0,0,nan,nan,1,0.88509625,nan,0,0
F_0048,52,0,0,52,52,1,1.0677336,0,1.0677336,2,1.0677336,0,"",2,1.0677336,0,1,1.0677336,0,1,1.0677336,0,0,0
F_0049,53,0,0,52,52,1,1.1146828,0,1.1146828,2,1.1146828,0,"",2,1.1146828,0,1,1.1146828,0,1,1.1146828,0,0,0
F_0050,54,0,0,52,52,1,0.71330124,0,0.71330124,2,0.71330124,0,"",2,0.71330124,0,1,0.71330124,0,1,0.71330124,0,0,0
F_0051,55,0,0,1,1,1,0.59105152,0,0.59105152,2,0.59105152,0,"",2,0.59105152,0,1,0.59105152,0,1,0.59105152,0,0,0
F_0052,56,0,0,0,1,2,0.57237971,0.029757738,0.54262197,2,0.30106872,0.24155325,"",1,0.54262197,0,0,nan,nan,1,0.54262197,nan,1,0.5
F_0053,57,0,0,13,59,47,1.1923809,0.47483119,0.86160398,47,0.36533517,0.38030377,"",37,0.4488343,0.38819331,19,0.4590798,0.29426014,18,0.43801963,0.46752137,10,0.21276596
F_0054,58,0,0,53,53,1,0.98468876,0,0.98468876,2,0.98468876,0,"",2,0.98468876,0,1,0.98468876,0,1,0.98468876,0,0,0
F_0055,59,0,0,53,54,2,2.0078115,0.0046073198,2.0032041,3,1.3416125,0.94215506,"",2,2.0078115,0.0046073198,1,2.0124187,0,1,2.0032041,0.0092146397,1,0.33333334
F_0056,60,0,0,25,26,2,0.79695821,0.29603589,1.0929941,3,0.72866273,0.2602948,"",3,0.72866273,0.2602948,2,0.54649705,0.045574725,1,1.0929941,0.54649705,0,0
F_0057,61,0,0,22,27,6,1.6381036,0.34800348,1.6195536,7,0.64967161,0.52145272,"",5,0.90362203,0.39355642,3,0.75795013,0.20035,2,1.1221299,0.6164878,2,0.2857143
F_0058,62,0,0,2,2,1,1.024379,0,1.024379,2,1.024379,0,"",2,1.024379,0,1,1.024379,0,1,1.024379,0,0,0
F_0059,63,0,0,2,11,10,0.69659686,0.16805708,0.44245559,11,0.27653328,0.13128352,"",11,0.27653328,0.13128352,6,0.25348887,0.15061025,5,0.30418664,0.10893102,0,0
F_0060,64,0,0,25,28,4,0.85433805,0.081150435,0.90854394,5,0.37976041,0.36774632,"",3,0.59254128,0.33458447,2,0.43454,0.30500314,1,0.90854394,0.47400394,2,0.40000001
F_0061,65,0,0,54,55,2,0.54827595,0.013853431,0.56212938,3,0.37475291,0.24565916,"",2,0.54827595,0.013853431,1,0.53442252,0,1,0.56212938,0.027706861,1,0.33333334
F_0062,66,0,0,3,3,1,0.71884465,0,0.71884465,2,0.71884465,0,"",2,0.71884465,0,1,0.71884465,0,1,0.71884465,0,0,0
F_0063,67,0,0,55,56,2,1.2589692,0.24940705,1.0095621,3,1.0055841,0.41216159,"",3,1.0055841,0.41216159,1,1.5083762,0,2,0.75418812,0.796251,0,0
F_0064,68,0,0,55,55,1,0.84481996,0,0.84481996,2,0.84481996,0,"",2,0.84481996,0,1,0.84481996,0,1,0.84481996,0,0,0
F_0065,69,0,0,0,13,14,0.91764587,0.37570748,0.9949255,14,0.32192332,0.38734707,"",10,0.42340976,0.41687691,4,0.25861424,0.12970921,6,0.5332734,0.56893778,4,0.2857143
F_0066,70,0,0,55,56,2,1.0125561,0.0094864964,1.0220425,3,0.68136168,0.46844357,"",2,1.0125561,0.0094864964,1,1.0030695,0,1,1.0220425,0.018972993,1,0.33333334
F_0067,71,0,0,3,4,2,0.4346863,0.064245269,0.37044102,3,0.33262104,0.15357821,"",3,0.33262104,0.15357821,1,0.49893156,0,2,0.24946578,0.27725112,0,0
F_0068,72,0,0,57,57,1,1.020571,0,1.020571,2,1.020571,0,"",2,1.020571,0,1,1.020571,0,1,1.020571,0,0,0
F_0069,73,0,0,13,32,20,0.96637309,0.32176918,0.91966909,21,0.41419291,0.37521589,"",14,0.60525686,0.31831488,7,0.61923593,0.38511604,7,0.59127772,0.2339341,7,0.33333334
F_0070,74,0,0,57,57,1,0.61856413,0,0.61856413,2,0.61856413,0,"",2,0.61856413,0,1,0.61856413,0,1,0.61856413,0,0,0
F_0071,75,0,0,27,44,18,0.71078062,0.24592538,0.68059027,19,0.24526483,0.25076079,"",14,0.31800327,0.25457931,7,0.326888,0.30327758,7,0.30911854,0.19442694,5,0.2631579
F_0072,76,0,0,57,59,3,1.7462512,0.36955449,1.7519523,3,0.88000518,0.34615654,"",3,0.88000518,0.34615654,2,1.0979919,0.19282591,1,0.4440316,0.65396035,0,0
F_0073,77,0,0,0,10,11,1.697823,0.32447159,1.5136361,11,0.28394502,0.44365367,"",4,0.75558341,0.43767577,1,0.50169396,0,3,0.84021312,0.58426011,7,0.63636363
F_0074,78,1,0.016666668,0,59,60,6.3755107,0.18509451,6.6962457,59,0.13007353,0.11320835,"",31,0.21515553,0.092717506,15,0.2483293,0.097246617,16,0.18405512,0.099610031,28,0.47457626
F_0075,79,0,0,43,44,2,0.8630631,0.39010623,1.2531693,3,0.83544618,0.32090592,"",3,0.83544618,0.32090592,2,0.62658465,0.15362777,1,1.2531693,0.62658465,0,0
F_0076,80,0,0,18,18,1,0.70168078,0,0.70168078,2,0.70168078,0,"",2,0.70168078,0,1,0.70168078,0,1,0.70168078,0,0,0
F_0077,81,0,0,17,21,5,1.8428061,0.24223801,2.0411396,6,1.0097018,0.73171186,"",6,1.0097018,0.73171186,3,1.009702,0.73407924,3,1.0097018,0.7293368,0,0
F_0078,82,0,0,17,25,9,0.93156791,0.2926549,0.3973152,10,0.37121007,0.28389406,"",8,0.44020766,0.27738053,4,0.44081873,0.2249283,4,0.43959659,0.32138443,2,0.2
F_0079,83,0,0,17,19,3,1.00772,0.23468962,1.0778112,4,0.62681335,0.32218954,"",4,0.62681335,0.32218954,2,0.62681335,0.064908564,2,0.62681335,0.45099789,0,0
F_0080,84,0,0,45,45,1,1.8381531,0,1.8381531,2,1.8381531,0,"",2,1.8381531,0,1,1.8381531,0,1,1.8381531,0,0,0
F_0081,85,0,0,45,45,1,0.41285157,0,0.41285157,2,0.41285157,0,"",2,0.41285157,0,1,0.41285157,0,1,0.41285157,0,0,0
F_0082,86,0,0,15,37,23,0.72724319,0.22806038,0.8240515,24,0.21743475,0.18703674,"",15,0.32157257,0.16273308,8,0.29598188,0.095675536,7,0.35081905,0.21837832,9,0.375
F_0083,87,0,0,20,20,1,0.53223401,0,0.53223401,2,0.53223401,0,"",2,0.53223401,0,1,0.53223401,0,1,0.53223401,0,0,0
F_0084,88,0,0,46,46,1,1.097629,0,1.097629,2,1.097629,0,"",2,1.097629,0,1,1.097629,0,1,1.097629,0,0,0
F_0085,89,0,0,46,47,2,1.024156,0.1491293,1.1732852,3,0.78219014,0.36320964,"",3,0.78219014,0.36320964,2,0.58664262,0.28838402,1,1.1732852,0.58664262,0,0
F_0086,90,0,0,11,22,12,1.3015383,0.22029674,1.1637635,13,0.31308848,0.40103918,"",7,0.55027848,0.41960225,3,0.61526865,0.40008229,4,0.50153577,0.44210607,6,0.46153846
F_0087,91,0,0,21,26,6,0.95700175,0.47466916,0.35840413,7,0.49533007,0.40091833,"",6,0.571585,0.38317236,2,0.84792745,0.49272957,4,0.4334138,0.46193948,1,0.14285715
F_0088,92,0,0,48,48,1,0.50448692,0,0.50448692,2,0.50448692,0,"",2,0.50448692,0,1,0.50448692,0,1,0.50448692,0,0,0
F_0089,93,0,0,48,49,2,1.3417149,0.30157804,1.6432929,3,1.0955286,0.42643666,"",3,1.0955286,0.42643666,2,0.82164645,0.21849036,1,1.6432929,0.82164645,0,0
F_0090,94,0,0,22,22,1,0.56534326,0,0.56534326,2,0.56534326,0,"",2,0.56534326,0,1,0.56534326,0,1,0.56534326,0,0,0
F_0091,95,0,0,0,59,60,1.0508753,0.27473673,1.128755,59,0.18323299,0.15814237,"",35,0.27028939,0.15086257,19,0.26837593,0.12808689,16,0.27256161,0.1741035,24,0.40677965
F_0092,96,0,0,51,51,1,0.9360919,0,0.9360919,2,0.9360919,0,"",2,0.9360919,0,1,0.9360919,0,1,0.9360919,0,0,0
F_0093,97,0,0,22,59,38,0.87090772,0.29696637,0.88695306,38,0.25761548,0.19351251,"",31,0.30236995,0.1866415,20,0.26449323,0.183503,11,0.37123662,0.20246062,7,0.18421052
F_0094,98,0,0,2,13,12,0.72942203,0.23317015,0.39734989,13,0.25194827,0.21569143,"",10,0.30436304,0.22030421,5,0.29659578,0.20504034,5,0.3121303,0.23483402,3,0.23076923
F_0095,99,0,0,36,37,2,0.66833448,0.1904939,0.85882837,3,0.57255226,0.20625329,"",3,0.57255226,0.20625329,2,0.42941418,0.04842639,1,0.85882837,0.42941418,0,0
F_0096,100,0,0,36,36,1,0.75160819,0,0.75160819,2,0.75160819,0,"",2,0.75160819,0,1,0.75160819,0,1,0.75160819,0,0,0
F_0097,101,0,0,13,13,1,0.67477185,0,0.67477185,2,0.67477185,0,"",2,0.67477185,0,1,0.67477185,0,1,0.67477185,0,0,0
F_0098,102,0,0,13,13,1,1.1527463,0,1.1527463,2,1.1527463,0,"",2,1.1527463,0,1,1.1527463,0,1,1.1527463,0,0,0
F_0099,103,0,0,37,37,1,1.0319409,0,1.0319409,2,1.0319409,0,"",2,1.0319409,0,1,1.0319409,0,1,1.0319409,0,0,0
F_0100,104,0,0,13,13,1,0.48925534,0,0.48925534,2,0.48925534,0,"",2,0.48925534,0,1,0.48925534,0,1,0.48925534,0,0,0
F_0101,105,0,0,13,16,4,1.7979629,0.44865286,1.4763595,5,1.0522934,0.63546693,"",5,1.0522934,0.63546693,3,0.87691116,0.7608245,2,1.3153667,0.46707815,0,0
F_0102,106,0,0,38,38,1,0.69954145,0,0.69954145,2,0.69954145,0,"",2,0.69954145,0,1,0.69954145,0,1,0.69954145,0,0,0
F_0103,107,0,0,38,38,1,0.55823296,0,0.55823296,2,0.55823296,0,"",2,0.55823296,0,1,0.55823296,0,1,0.55823296,0,0,0
F_0104,108,0,0,14,14,1,0.62932551,0,0.62932551,2,0.62932551,0,"",2,0.62932551,0,1,0.62932551,0,1,0.62932551,0,0,0
F_0105,109,0,0,14,14,1,0.87347645,0,0.87347645,2,0.87347645,0,"",2,0.87347645,0,1,0.87347645,0,1,0.87347645,0,0,0
F_0106,110,0,0,0,17,18,0.85160691,0.30278605,0.83284324,18,0.24758165,0.22841051,"",12,0.3567332,0.20567189,5,0.30644068,0.12706703,7,0.39265648,0.25557584,6,0.33333334
F_0107,111,0,0,40,44,5,1.2664675,0.073895037,1.2339478,6,0.4834964,0.50837582,"",4,0.68797135,0.51208431,2,0.69004321,0.473387,2,0.68589956,0.54806387,2,0.33333334
F_0108,112,0,0,41,41,1,1.008777,0,1.008777,2,1.008777,0,"",2,1.008777,0,1,1.008777,0,1,1.008777,0,0,0
F_0109,113,0,0,16,16,1,0.36889651,0,0.36889651,2,0.36889651,0,"",2,0.36889651,0,1,0.36889651,0,1,0.36889651,0,0,0
F_0110,114,0,0,39,44,6,1.4466953,0.95438451,0.60787666,7,0.89817607,0.56753534,"",7,0.89817607,0.56753534,3,1.0478721,0.64113039,4,0.78590405,0.5427689,0,0
F_0111,115,0,0,45,46,2,0.83016717,0.00024208426,0.82992512,3,0.55360621,0.39111638,"",2,0.83016717,0.00024208426,1,0.83040929,0,1,0.82992512,0.00048416853,1,0.33333334
