"Filopodia Name","Filopodia ID",Bulbous,"Bulbous (%)","Start Time Step","End Time Step","Life Time [min]","Length (mean) [mum]","Length (std) [mum]","Final Length [mum]","Total Events","Total Speed (mean)[mum]","Total Speed (std)[mum]","Filter = 0.10","Filtered Total Events","Filtered Total Speed (mean)[mum]","Filtered Total Speed (std) [mum]","Filtered Extension Events","Filtered Extension Speed (mean) [mum]","Filtered Extension Speed (std) [mum]","Filtered Retraction Events","Filtered Retraction Speed (mean) [mum]","Filtered Retraction Speed (std)[mum]",Static,"Static (%)"
F_0031,35,0,0,48,49,2,0.68361962,0.013736963,0.66988266,3,0.4649044,0.30951333,"",2,0.68361962,0.013736963,1,0.69735658,0,1,0.66988266,0.027473927,1,0.33333334
F_0032,36,0,0,50,51,2,0.76848245,0.087999433,0.85648191,3,0.57098794,0.28839344,"",3,0.57098794,0.28839344,2,0.42824095,0.25224209,1,0.85648191,0.42824095,0,0
F_0033,37,0,0,51,51,1,0.82469809,0,0.82469809,2,0.82469809,0,"",2,0.82469809,0,1,0.82469809,0,1,0.82469809,0,0,0
F_0034,38,0,0,50,55,6,0.57809687,0.12650588,0.42647913,7,0.26779041,0.15533315,"",5,0.34363857,0.11606349,2,0.41912848,0.096258834,3,0.29331195,0.16053638,2,0.2857143
F_0035,39,0,0,51,52,2,0.53219527,0.14934541,0.68154067,3,0.45436046,0.16427381,"",3,0.45436046,0.16427381,2,0.34077033,0.042079508,1,0.68154067,0.34077033,0,0
F_0036,40,0,0,57,58,2,1.1374278,0.0017167926,1.1357111,3,0.75942975,0.53457189,"",2,1.1374278,0.0017167926,1,1.1391447,0,1,1.1357111,0.0034335852,1,0.33333334
F_0037,41,0,0,57,59,3,0.58803797,0.048568826,0.56139976,3,0.25032404,0.209536,"",2,0.32809296,0.21843532,2,0.32809296,0.21843532,0,nan,nan,1,0.33333334
F_0038,42,0,0,59,59,1,0.51638502,0,0.51638502,1,0.51638502,0,"",1,0.51638502,0,1,0.51638502,0,0,nan,nan,0,0
F_0039,43,0,0,59,59,1,0.56647265,0,0.56647265,1,0.56647265,0,"",1,0.56647265,0,1,0.56647265,0,0,nan,nan,0,0
F_0040,44,0,0,59,59,1,0.76863956,0,0.76863956,1,0.76863956,0,"",1,0.76863956,0,1,0.76863956,0,0,nan,nan,0,0
F_0041,45,0,0,31,34,4,0.52208644,0.13261686,0.70590228,5,0.30403233,0.23684348,"",4,0.36649576,0.22496693,3,0.25336024,0.12759936,1,0.70590228,0.45254204,1,0.2
F_0042,46,0,0,35,35,1,0.28892934,0,0.28892934,2,0.28892934,0,"",2,0.28892934,0,1,0.28892934,0,1,0.28892934,0,0,0
F_0043,47,0,0,18,44,27,0.94253296,0.3494055,0.45942485,28,0.29202151,0.23255672,"",20,0.39851108,0.18908192,10,0.39638117,0.18833442,10,0.40064102,0.18985036,8,0.2857143
F_0044,48,0,0,36,36,1,0.58505809,0,0.58505809,2,0.58505809,0,"",2,0.58505809,0,1,0.58505809,0,1,0.58505809,0,0,0
F_0045,49,0,0,38,38,1,0.61853963,0,0.61853963,2,0.61853963,0,"",2,0.61853963,0,1,0.61853963,0,1,0.61853963,0,0,0
F_0046,50,0,0,31,32,2,0.5741275,0.070317805,0.6444453,3,0.42963019,0.21226242,"",3,0.42963019,0.21226242,2,0.32222265,0.18158704,1,0.6444453,0.32222265,0,0
F_0047,51,0,0,31,33,3,0.59079158,0.062915578,0.59236753,4,0.37322721,0.25918391,"",3,0.47116718,0.22627297,1,0.66704708,0,2,0.37322721,0.36654139,1,0.25
F_0048,52,0,0,33,35,3,0.60008472,0.1037191,0.51265705,4,0.37289876,0.27626148,"",3,0.48748413,0.22190386,1,0.74579751,0,2,0.35832742,0.41707399,1,0.25
F_0049,53,0,0,33,34,2,0.60404539,0.039014101,0.64305949,3,0.42870632,0.25000462,"",2,0.60404539,0.039014101,1,0.56503129,0,1,0.64305949,0.078028202,1,0.33333334
F_0050,54,0,0,41,43,3,0.48358035,0.1649546,0.65352643,4,0.32676321,0.19868429,"",4,0.32676321,0.19868429,3,0.21784215,0.071963392,1,0.65352643,0.43568429,0,0
F_0051,55,0,0,44,44,1,0.55012953,0,0.55012953,2,0.55012953,0,"",2,0.55012953,0,1,0.55012953,0,1,0.55012953,0,0,0
F_0052,56,0,0,38,48,11,0.56020892,0.15987305,0.62209094,12,0.28927374,0.18177615,"",10,0.34042025,0.15441887,5,0.33572727,0.087174833,5,0.34511316,0.20033716,2,0.16666667
F_0053,57,0,0,47,47,1,0.61577761,0,0.61577761,2,0.61577761,0,"",2,0.61577761,0,1,0.61577761,0,1,0.61577761,0,0,0
F_0054,58,0,0,46,47,2,0.5145067,0.064045697,0.57855242,3,0.38570163,0.18951538,"",3,0.38570163,0.18951538,2,0.28927621,0.16118482,1,0.57855242,0.28927621,0,0
F_0055,59,0,0,41,59,19,0.76338118,0.17455024,0.74602008,19,0.23030166,0.16657421,"",13,0.31014422,0.14158663,6,0.40971407,0.10661244,7,0.2247986,0.21424115,6,0.31578946
F_0056,60,0,0,38,39,2,0.90560746,0.38845527,0.51715219,3,0.86270857,0.32292256,"",3,0.86270857,0.32292256,1,1.2940627,0,2,0.64703137,0.65993804,0,0
F_0057,61,0,0,35,44,10,0.86033374,0.35907888,0.57120228,11,0.50001031,0.26324844,"",9,0.59618586,0.18359609,4,0.67648566,0.19731516,5,0.53194606,0.20281373,2,0.18181819
F_0058,62,0,0,21,22,2,1.0575593,0.25951526,1.3170745,3,0.87804967,0.3306753,"",3,0.87804967,0.3306753,2,0.65853727,0.13950676,1,1.3170745,0.65853727,0,0
F_0059,63,0,0,20,23,4,0.42640811,0.1253894,0.35849857,5,0.32126743,0.09386301,"",5,0.32126743,0.09386301,2,0.40158427,0.066296816,3,0.26772285,0.15001641,0,0
F_0060,64,0,0,22,23,2,0.6140275,0.00087988377,0.61490738,3,0.40993825,0.28862667,"",2,0.6140275,0.00087988377,1,0.61314762,0,1,0.61490738,0.0017597675,1,0.33333334
F_0061,65,0,0,22,22,1,0.54579508,0,0.54579508,2,0.54579508,0,"",2,0.54579508,0,1,0.54579508,0,1,0.54579508,0,0,0
F_0062,66,0,0,23,23,1,0.52827239,0,0.52827239,2,0.52827239,0,"",2,0.52827239,0,1,0.52827239,0,1,0.52827239,0,0,0
F_0063,67,0,0,23,26,4,0.49145514,0.13702311,0.56137997,5,0.35741434,0.19509205,"",4,0.43873423,0.12046384,2,0.44676799,0.10870542,2,0.43070048,0.13166355,1,0.2
F_0064,68,0,0,15,15,1,0.49383855,0,0.49383855,2,0.49383855,0,"",2,0.49383855,0,1,0.49383855,0,1,0.49383855,0,0,0
F_0065,69,0,0,14,16,3,0.85554463,0.11354919,0.72127938,4,0.4994823,0.37389022,"",4,0.4994823,0.37389022,1,0.99896461,0,3,0.3329882,0.72044104,0,0
F_0066,70,0,0,16,16,1,0.54841793,0,0.54841793,2,0.54841793,0,"",2,0.54841793,0,1,0.54841793,0,1,0.54841793,0,0,0
F_0067,71,0,0,16,17,2,0.65479344,0.087489903,0.74228334,3,0.49485555,0.23719873,"",3,0.49485555,0.23719873,2,0.37114167,0.19616187,1,0.74228334,0.37114167,0,0
F_0068,72,0,0,19,19,1,0.61674058,0,0.61674058,2,0.61674058,0,"",2,0.61674058,0,1,0.61674058,0,1,0.61674058,0,0,0
F_0069,73,0,0,19,23,5,0.46311349,0.1447105,0.40971053,6,0.32742754,0.14440882,"",5,0.37766567,0.099405579,2,0.45302284,0.052312538,3,0.32742751,0.15527146,1,0.16666667
F_0070,74,0,0,16,19,4,0.5350908,0.18031272,0.41486195,5,0.34071535,0.30913416,"",3,0.55727452,0.20481193,1,0.84690899,0,2,0.41245723,0.4344584,2,0.40000001
F_0071,75,0,0,18,20,3,1.0094776,0.20081025,1.2929875,4,0.66076803,0.47362626,"",3,0.87150782,0.34849778,2,0.66076803,0.22122896,1,1.2929875,0.63221943,1,0.25
F_0072,76,0,0,28,29,2,0.26097971,0.01581461,0.24516509,3,0.18452954,0.10888521,"",2,0.26097971,0.01581461,1,0.27679431,0,1,0.24516509,0.03162922,1,0.33333334
F_0073,77,0,0,27,27,1,0.72253573,0,0.72253573,2,0.72253573,0,"",2,0.72253573,0,1,0.72253573,0,1,0.72253573,0,0,0
F_0074,78,0,0,29,29,1,0.77029687,0,0.77029687,2,0.77029687,0,"",2,0.77029687,0,1,0.77029687,0,1,0.77029687,0,0,0
F_0075,79,0,0,29,29,1,0.32029265,0,0.32029265,2,0.32029265,0,"",2,0.32029265,0,1,0.32029265,0,1,0.32029265,0,0,0
F_0076,80,0,0,30,30,1,0.59782761,0,0.59782761,2,0.59782761,0,"",2,0.59782761,0,1,0.59782761,0,1,0.59782761,0,0,0
F_0077,81,0,0,29,33,5,0.6989702,0.18261126,0.53502107,6,0.32118323,0.31457534,"",3,0.59988552,0.2036607,1,0.87534243,0,2,0.46215713,0.41956079,3,0.5
F_0078,82,0,0,23,46,24,1.2538683,0.43725157,0.57043332,25,0.23077925,0.2833769,"",10,0.53861767,0.20472966,5,0.54654503,0.28821409,5,0.53069031,0.029779026,15,0.60000002
F_0079,83,0,0,25,25,1,0.63476783,0,0.63476783,2,0.63476783,0,"",2,0.63476783,0,1,0.63476783,0,1,0.63476783,0,0,0
F_0080,84,0,0,9,36,28,1.035639,0.39870682,0.43175077,29,0.44345817,0.35666382,"",20,0.62535799,0.27838755,10,0.62911928,0.33311185,10,0.62159669,0.20991443,9,0.31034482
F_0081,85,0,0,23,27,5,0.50106561,0.042415302,0.51101029,6,0.18754858,0.20127387,"",2,0.46836278,0.042647511,1,0.42571527,0,1,0.51101029,0.085295022,4,0.66666669
F_0082,86,0,0,26,26,1,0.35879305,0,0.35879305,2,0.35879305,0,"",2,0.35879305,0,1,0.35879305,0,1,0.35879305,0,0,0
F_0083,87,0,0,25,36,12,0.58696979,0.12402678,0.40364397,13,0.17023383,0.15874702,"",7,0.28564233,0.13175204,4,0.27662998,0.15471669,3,0.29765877,0.093683414,6,0.46153846
F_0084,88,0,0,0,7,8,0.98319411,0.15165703,1.036598,8,0.31276003,0.2905618,"",7,0.34405527,0.29774469,3,0.25074393,0.083861694,4,0.41403878,0.4063293,1,0.125
F_0085,89,0,0,3,5,3,1.0181369,0.0093830405,1.0247718,4,0.5123859,0.50253212,"",2,1.0148195,0.0099523067,1,1.0048672,0,1,1.0247718,0.019904613,2,0.5
F_0086,90,0,0,3,4,2,0.50039881,0.053070664,0.55346948,3,0.36897966,0.19083935,"",3,0.36897966,0.19083935,2,0.27673474,0.17059341,1,0.55346948,0.27673474,0,0
F_0087,91,0,0,4,4,1,0.49509579,0,0.49509579,2,0.49509579,0,"",2,0.49509579,0,1,0.49509579,0,1,0.49509579,0,0,0
F_0088,92,0,0,4,5,2,0.643112,0.019235492,0.6623475,3,0.44156501,0.28546289,"",2,0.643112,0.019235492,1,0.62387651,0,1,0.6623475,0.038470984,1,0.33333334
F_0089,93,0,0,2,5,4,0.60700297,0.037929237,0.59330517,5,0.25915408,0.25708383,"",2,0.57236385,0.020941347,1,0.55142248,0,1,0.59330517,0.041882694,3,0.60000002
F_0090,94,0,0,0,8,9,0.63938409,0.15378585,0.50224364,9,0.19949237,0.15991555,"",7,0.25562397,0.1367511,3,0.20595776,0.075206175,4,0.29287362,0.18111134,2,0.22222222
F_0091,95,0,0,5,5,1,0.76721716,0,0.76721716,2,0.76721716,0,"",2,0.76721716,0,1,0.76721716,0,1,0.76721716,0,0,0
F_0092,96,0,0,5,7,3,0.36849189,0.12706912,0.24837306,4,0.27215147,0.033299293,"",4,0.27215147,0.033299293,2,0.27215147,0.040648162,2,0.27215147,0.023778409,0,0
F_0093,97,0,0,0,2,3,0.95429927,0.18703634,1.0865533,3,0.49443969,0.44892776,"",2,0.74165893,0.34489438,1,0.39676458,0,1,1.0865533,0.68978876,1,0.33333334
F_0094,98,0,0,0,6,7,0.77675295,0.2631616,0.44888717,7,0.24769463,0.20390546,"",4,0.41121554,0.10105726,1,0.39064312,0,3,0.41807306,0.11908426,3,0.42857143
F_0095,99,0,0,0,0,1,0.41967165,0,0.41967165,1,0.41967165,0,"",1,0.41967165,0,0,nan,nan,1,0.41967165,nan,0,0
F_0096,100,0,0,56,59,4,1.2215161,0.042380854,1.1927871,4,0.35116723,0.53395224,"",1,1.2751905,0,1,1.2751905,0,0,nan,nan,3,0.75
